country_code,browser_name,browser_version,os_name,os_version,traffic
XX,"UC Browser",10.4.1.565,Android,4.4.2,86
XX,"UC Browser",10.6.0.706,Android,2.2.3,1
XX,Firefox,41.0.2,Android,4.4.4,2
XX,"Chrome Mobile",36.0.1985.49,iOS,6_1_2,1
XX,"Chrome Mobile",41.0.2272.56,iOS,7_0,2
XX,"UC Browser",9.7.5.418,Android,4.2.2,236
XX,"Chrome Mobile",33.0.1750.136,Android,4.4,1
XX,"Android Browser",4.1,Android,4.2.2,45
XX,"Chrome Mobile",42.0.2311.47,iOS,9_3_3,18
XX,UP.Browser,,RIM,5.0.0.846,21
XX,"Chrome Mobile",40.0.2214.73,iOS,8_0,1
XX,"UC Browser",9.4.0.342,"Samsung proprietary",,3
XX,"UC Browser",9.8.7.473,Android,4.2.2,2
XX,"UC Browser",10.7.6.692,Android,4.4.2,3
XX,"BlackBerry Browser",7.1.0.428,RIM,7.1.0.428,5
XX,"Chrome Mobile",29.0.1547.72,Android,4.4.2,1
XX,"UC Browser",10.10.1.812,Android,5.0.2,2
XX,"Amazon Silk",3.1,Android,4.0.4,3
XX,Yandex.Browser,14.10.2062.11375.00,Android,5.1,1
XX,"UC Browser",10.9.0.731,Android,4.1.2,111
XX,Firefox,45.0,Android,5.1.1,146
XX,Firefox,45.0,Android,4.4.4,72
XX,"Opera Mini",6.5.26955/26.1424,,,3
XX,"Chrome Mobile",42.0.2311.108,Android,5.0,8
XX,Safari,7.0,iOS,9_3_3,5
XX,Firefox,23.0,Android,,34
XX,"UC Browser",10.7.0.636,Android,5.0,23
XX,Obigo,WAP2.0,,,19
XX,"Opera Mini",7.6.40234/37.8717,RIM,,5
XX,Yandex.Browser,14.5.1847.18432.00,Android,5.1,6
XX,Safari,6.0,iOS,6_1_5,22
XX,"Chrome Mobile",50.0.2661.95,iOS,9_0,5
XX,NetFront,3.4,"Samsung proprietary",,25
XX,"Chrome Mobile",23.0.1271.100,iOS,5_1_1,6
XX,Safari,,iOS,4_3_4,4
XX,"Chrome Mobile",42.0.2311.47,iOS,9_3_4,18
XX,"MIUI Browser",2.1.1,Android,4.0.4,1
XX,"MIUI Browser",8.1.3,Android,4.4.4,7
XX,"BlackBerry Browser",6.0.0.337,RIM,6.0.0.337,36
XX,"Opera Mini",4.1.15082/24.816,,,2
XX,UP.Browser,,RIM,5.0.0.732,1
XX,"Chrome Mobile",44.0.2403.67,iOS,7_0_6,3
XX,"Chrome Mobile",50.0.2661.89,Android,4.0.3,9
XX,"Chrome Mobile",52.0.2743.32,Android,6.0.1,8
XX,"Chrome Mobile",40.0.2214.69,iOS,9_3_1,7
XX,"Chrome Mobile",46.0.2456.0,Android,6.0,6
XX,"Opera Mini",4.1.11355/24.760,,,4
XX,"Chrome Mobile",43.0.2357.51,iOS,9_3_2,25
XX,"Chrome Mobile",45.0.2454.68,iOS,8_4_1,16
XX,Firefox,49.0,Android,4.4.2,30
XX,"UC Browser",9.5.0.360,Android,2.3.6,3
XX,"UC Browser",10.1.2.571,Android,5.0.2,10
XX,"UC Browser",8.4.0.159,"Nokia OS",,9
XX,"UC Browser",9.8.0.534,Android,4.4.2,9
XX,"UC Browser",10.3.0.622,Android,5.0,1
XX,Firefox,1.4,iOS,9_2,1
XX,"Chrome Mobile",30.0.0.0,Android,4.4,724
XX,NetFront,3.5,Other,,47
XX,"Internet Explorer Mobile",7.0,"Windows Phone",7.0,445
XX,"Chrome Mobile",54.0.2829.0,Android,5.1.1,2
XX,"UC Browser",9.9.6.495,Android,4.4.2,52
XX,"UC Browser",9.9.5.489,Android,4.2.2,2
XX,"Chrome Mobile",33.0.1750.170,Android,4.4.2,10
XX,"Chrome Mobile",52.0.2743.99,Android,6.0.99,2
XX,"MIUI Browser",8.0.2,Android,6.0.1,1
XX,"Chrome Mobile",52.0.2743.83,Android,5.1.1,16
XX,"UC Browser",10.9.8.770,Android,5.0.1,162
XX,"Android Browser",,Android,2.1,3
XX,Dolfin,2.2,Bada,1.2,13
XX,"Opera Mobile",4.0,Android,5.0.1,7
XX,"MIUI Browser",8.1.3,Android,5.1.1,6
XX,Yandex.Browser,15.2.2214.3725.00,Android,4.4.4,1
XX,Yandex.Browser,14.12.2125.9740.00,Android,4.4.2,4
XX,"Chrome Mobile",52.0.2743.91,Android,4.2.1,25
XX,"Opera Mini",4.2.20464/28.3392,,,3
XX,"Chrome Mobile",27.0.1453.10,iOS,6_1_4,41
XX,"Chrome Mobile",51.0.2704.77,Android,5.0,62
XX,"UC Browser",10.7.5.785,Android,4.4.2,302
XX,"Opera Mobile",19.0.1340.71596,Android,4.1.2,87
XX,"Amazon Silk",1.1.0,Android,2.3.4,2
XX,"Chrome Mobile",42.0.2311.109,Android,4.1.2,28
XX,"Chrome Mobile",41.0.2272.58,iOS,9_3_5,1
XX,"Chrome Mobile",41.0.2272.58,iOS,7_1_2,7
XX,"MIUI Browser",1.0,Android,4.1.1,6
XX,"Amazon Silk",3.48,Android,4.0.4,3
XX,"Opera Mini",,,,10
XX,"Chrome Mobile",28.0.1500.94,Android,4.4,2
XX,"Chrome Mobile",43.0.2357.78,Android,5.0.2,15
XX,"Chrome Mobile",40.0.2214.73,iOS,9_1,4
XX,Firefox,49.0,Android,5.1,24
XX,"BlackBerry Browser",7.1.0.580,RIM,7.1.0.580,76
XX,"UC Browser",10.9.2.734,Android,4.4.2,6
XX,"Amazon Silk",3.33,Android,4.4.3,4
XX,"Opera Mobile",36.0.2126.101812,Android,5.0.2,4
XX,"UC Browser",10.7.5.785,Android,6.0.1,19
XX,"UC Browser",10.9.0.731,Android,4.4.2,216
XX,"UC Browser",10.6.8.732,Android,5.1,30
XX,"Chrome Mobile",48.0.2564.106,Android,5.0.1,368
XX,"Nokia S60 Browser",,Symbian,9.1,32
XX,Safari,,iOS,8.0,217
XX,"Android Browser",,Android,2.3.5,218
XX,Firefox,46.0.1,Android,4.2.2,1
XX,iBrowser,2.7,Android,4.0.4,1
XX,"UC Browser",10.8.0.718,Android,4.2.1,4
XX,"UC Browser",11.0.0.828,Android,4.2.2,24
XX,"Opera Mobile",36.1.2126.102083,Android,5.1.1,12
XX,"UC Browser",10.4.1.565,Android,2.2.1,1
XX,"UC Browser",9.4.1.362,Android,4.2.1,20
XX,"Chrome Mobile",41.0.2272.56,iOS,8_1_2,4
XX,Obigo,WAP2.0,"LG proprietary",,19
XX,"Opera Mobile",35.0.2070.100283,Android,4.1.1,1
XX,"Opera Mini",4.2.18883/24.746,,,2
XX,"Amazon Silk",4.0,Android,4.4.3,2
XX,"Chrome Mobile",42.0.2311.109,Android,4.2.2,32
XX,"UC Browser",10.1.2.571,Android,5.1,4
XX,Firefox,43.0,Android,4.4,7
XX,"Amazon Silk",46.2.33,Android,5.1.1,1
XX,"Chrome Mobile",28.0.1500.16,iOS,8_4,5
XX,"Chrome Mobile",53.0.2785.70,Android,4.3,2
XX,Firefox,4.0,iOS,9_3_1,67
XX,"Opera Mini",16.0.2168/37.8717,Android,,10
XX,"UC Browser",10.6.0.759,iOS,9_3_2,1
XX,"MIUI Browser",8.1.2,Android,5.0.2,4
XX,"Opera Mini",5.1.21051/37.8104,,,1
XX,"UC Browser",10.4.1.565,Android,5.1,150
XX,"Chrome Mobile",52.0.2743.84,iOS,3_2,1
XX,"Chrome Mobile",45.0.2454.89,iOS,7_1_2,89
XX,"Chrome Mobile",43.0.2357.61,iOS,8_2,7
XX,"UC Browser",10.7.5.785,Android,4.4.3,8
XX,"Chrome Mobile",40.0.2214.114,Android,5.1,387
XX,Obigo,Q07C1-1,"Sony Ericsson proprietary",,5
XX,"Chrome Mobile",21.0.1180.80,iOS,7_1,2
XX,"Android Browser",4.0,Android,5.0.2,124
XX,"MIUI Browser",8.1.6,Android,4.4.4,56
XX,Yandex.Browser,15.4.2272.2750.10,iOS,8_1,1
XX,"Opera Mobile",11.50,Android,2.3.3,72
XX,Yandex.Browser,16.7.0.2531.00,Android,4.1.2,8
XX,"Opera Mini",8.0.35626/37.8743,,,5
XX,Edge,14.14364,"Windows Phone",10.0,1
XX,"Opera Mobile",10.10,Other,,15
XX,Firefox,47.0,Android,4.0.3,51
XX,"UC Browser",10.6.0.706,Android,5.1,14
XX,,,Android,4.0.4,1
XX,Firefox,45.0,Android,4.4,31
XX,"UC Browser",8.1.0.216,RIM,5.1.0,4
XX,"UC Browser",10.6.8.732,Android,4.1.2,20
XX,Yandex.Browser,15.4.2272.3000.11,iOS,8_4,1
XX,"Chrome Mobile",48.0.2564.104,iOS,9_3_1,82
XX,"UC Browser",10.1.0.639,iOS,9_3_2,2
XX,Firefox,43.0,Android,4.1.2,17
XX,"Opera Mobile",12.10,Android,4.2.1,2
XX,"Opera Mobile",19.0.1340.71596,Android,5.1,3
XX,"Chrome Mobile",34.0.1847.114,Android,4.1.1,15
XX,"Opera Mini",4.2.13402/24.746,,,3
XX,"UC Browser",10.10.0.796,Android,4.0.4,25
XX,"Chrome Mobile",51.0.2704.64,iOS,9_0_2,26
XX,"Chrome Mobile",35.0.1916.122,Android,4.2.2,15
XX,"UC Browser",3.4.1.483,iOS,5_1,1
XX,"Chrome Mobile",54.0.2815.0,Android,4.4.4,1
XX,"Opera Mini",4.2.14912/32.1125,,,1
XX,"Opera Mobile",4.0,Android,4.2.2,26
XX,"Android Browser",,Android,3.2,5
XX,"Chrome Mobile",44.0.2403.117,Android,6.0,6
XX,"Chrome Mobile",34.0.0.0,Android,4.4.4,272
XX,"Chrome Mobile",43.0.2357.61,iOS,9_3_1,19
XX,"Chrome Mobile",44.0.2403.133,Android,6.0,34
XX,"Chrome Mobile",34.0.1847.114,Android,4.4.3,81
XX,"Opera Mini",7.6.40251/37.7910,Android,4.0.4,1
XX,"Chrome Mobile",53.0.2770.0,Android,6.0,1
XX,"Chrome Mobile",47.0.2526.76,Android,4.2.1,4
XX,"Opera Mini",4.4.31583/28.2647,,,10
XX,"Chrome Mobile",37.0.2062.60,iOS,9_3_3,4
XX,"Opera Mini",4.2.18887/28.2766,,,6
XX,"UC Browser",9.9.4.484,Android,4.4.4,36
XX,"UC Browser",10.10.8.820,Android,6.0,230
XX,"Chrome Mobile",48.0.2564.104,iOS,9_2,50
XX,"Chrome Mobile",51.0.2704.61,Android,5.1.1,3
XX,"Chrome Mobile",34.0.1847.114,Android,4.4,4
XX,NetFront,4.2,"Samsung proprietary",,637
XX,"UC Browser",10.0.1.512,Android,4.4.2,14
XX,"UC Browser",10.6.0.706,Android,4.1.2,19
XX,"Opera Mini",7.6.40234/36.2016,Android,2.3,3
XX,"UC Browser",8.6.0.276,Android,4.2.2,3
XX,Yandex.Browser,14.10.2062.12160.00,Android,5.1.1,5
XX,"Chrome Mobile",35.0.1916.38,iOS,7_0_4,3
XX,"Chrome Mobile",51.0.2704.28,Android,5.0,2
XX,"Chrome Mobile",34.0.1847.114,Android,4.0.4,62
XX,"Chrome Mobile",52.0.2743.83,Android,4.1.2,1
XX,"Chrome Mobile",53.0.2782.9,Android,4.4.2,35
XX,"Opera Mini",4.4.28684/28.2725,,,8
XX,"Opera Mini",4.2.14912/36.2168,Android,,2
XX,"Android Browser",,Android,2.2,12
XX,Yandex.Browser,16.2.1.7529.00,Android,5.0.2,40
XX,Yandex.Browser,14.10.2062.11375.01,Android,5.0.2,1
XX,Yandex.Browser,1.20.1364.172,Android,4.2.2,44
XX,"Opera Mini",4.2.17574,"Samsung proprietary",,8
XX,Yandex.Browser,16.4.0.9404.01,Android,4.4.4,1
XX,"Opera Mini",10.0.1884/37.7327,Android,4.1,1
XX,"Chrome Mobile",47.0.2526.99,Android,6.0.1,5
XX,"Chrome Mobile",47.0.2526.83,Android,4.2.1,89
XX,"Opera Mini",7.5.35613/35.3226,Android,4.4.2,2
XX,"Opera Mini",4.2.14881,,,1
XX,Firefox,43.0,Android,4.2.2,28
XX,"Chrome Mobile",43.0.2357.61,iOS,7_1,8
XX,"Chrome Mobile",47.0.2526.107,iOS,9_1,39
XX,Firefox,48.0,Android,7.0,27
XX,Yandex.Browser,15.4.2272.3842.01,Android,4.4.2,19
XX,"Chrome Mobile",46.0.2490.92,Android,5.1.1,3
XX,"Chrome Mobile",33.0.1750.132,Android,4.2.2,5
XX,"Chrome Mobile",51.0.2704.77,Android,4.1.1,4
XX,"UC Browser",10.7.8.710,Android,4.4.4,37
XX,"Chrome Mobile",37.0.2062.60,iOS,7_1_2,9
XX,"Chrome Mobile",51.0.2704.77,Android,6.0.1,169
XX,NetFront,3.,Rex,DMSS6050/3.2,36
XX,"Chrome Mobile",40.0.2214.89,Android,4.4.4,64
XX,"Opera Mini",14.0.0.104835,iOS,9_3_4,21
XX,"Chrome Mobile",27.0.1453.10,iOS,8_2,1
XX,"MIUI Browser",8.0.4,Android,5.0.2,2
XX,"Opera Mobile",34.0.2044.98679,Android,5.1.1,15
XX,Firefox,42.0.2,Android,5.0.2,2
XX,"UC Browser",10.6.8.732,Android,4.4.2,83
XX,"Opera Mini",7.5.33361/37.7936,Android,4.0.3,1
XX,Firefox,25.0,Android,,15
XX,"Chrome Mobile",32.0.1700.99,Android,4.0.4,18
XX,"Chrome Mobile",41.0.2272.94,Android,4.4.2,70
XX,"Chrome Mobile",18.0.1025.301,Android,4.2.2,52
XX,"MIUI Browser",2.1.1,Android,4.2.2,19
XX,"Chrome Mobile",48.0.2564.99,Android,5.1.1,22
XX,"Opera Mini",5.1.24009/28.2555,,,5
XX,"Nokia S60 Browser",2.8,Symbian,8.1a,10
XX,"UC Browser",10.1.5.583,Android,4.1.1,1
XX,"Chrome Mobile",41.0.2272.58,iOS,9_0_2,2
XX,Safari,3.0.5,iOS,3_1,71
XX,"UC Browser",9.4.1.362,Android,4.4.4,3
XX,"Opera Mini",5.1.22296/22.478,,,1
XX,"Chrome Mobile",47.0.2526.107,iOS,7_0_1,1
XX,"Chrome Mobile",53.0.2785.35,Android,4.4.4,14
XX,UP.Browser,6.2.3.3.c.1.101,"Samsung proprietary",,70
XX,"Android Browser",4.0,Android,4.0,233
XX,Yandex.Browser,16.2.1.7731.00,Android,4.2.2,2
XX,"Samsung Browser",3.5,Android,5.0,27
XX,Yandex.Browser,14.10.2062.12205.01,Android,5.0,1
XX,"Chrome Mobile",45.0.2454.101,Android,5.1.1,1
XX,"Amazon Silk",1.0.22.153,Android,2.3.3,13
XX,"Chrome Mobile",48.0.2564.99,Android,5.1,7
XX,"Opera Mini",4.3.24214/28.2725,,,8
XX,"Nokia S60 Browser",2.1,Symbian,7.0,18
XX,"UC Browser",10.7.8.710,Android,5.1.1,31
XX,"UC Browser",9.2.0.419,Android,4.2.2,6
XX,"Chrome Mobile",44.0.2403.128,Android,4.4.2,24
XX,,4.0,Android,4.4.4,1
XX,"Chrome Mobile",46.0.2490.92,Android,6.0.1,26
XX,"Chrome Mobile",41.0.2272.94,Android,5.0,2
XX,"UC Browser",10.7.5.785,Android,2.3.5,11
XX,Edge,14.14896,"Windows Phone",10.0,4
XX,"Chrome Mobile",51.0.2704.77,Android,6.0,71
XX,"UC Browser",10.1.2.571,Android,4.3,10
XX,"Opera Mobile",12.10,Android,4.4.2,77
XX,"UC Browser",10.8.0.835,iOS,9_3_2,2
XX,"Chrome Mobile",45.0.2454.84,Android,5.0.1,49
XX,"Opera Mini",1.1.2277/,"Windows Mobile",2003,3
XX,"Chrome Mobile",41.0.2272.56,iOS,8_3,7
XX,"Opera Mobile",36.0.2126.101812,Android,6.0.1,2
XX,"Chrome Mobile",51.0.2704.28,Android,4.4.4,4
XX,Firefox,42.0.2,Android,4.4.2,2
XX,Yandex.Browser,16.2.1.7731.00,Android,5.1.1,1
XX,"Chrome Mobile",40.0.2214.69,iOS,8_4_1,1
XX,Yandex.Browser,15.10.2454.3845.00,Android,6.0,4
XX,Yandex.Browser,16.7.0.2777.01,Android,4.3,3
XX,Yandex.Browser,16.2.0.5397.00,Android,4.1.2,4
XX,Yandex.Browser,15.6.2311.5718.00,Android,5.0,1
XX,"Chrome Mobile",49.0.2623.73,iOS,9_0_2,9
XX,"Chrome Mobile",45.0.2454.84,Android,5.0,50
XX,"UC Browser",10.9.5.735,Android,5.1.1,13
XX,"Chrome Mobile",38.0.2125.509,Android,4.4.2,3
XX,"Chrome Mobile",38.0.2125.59,iOS,9_3_2,13
XX,"Opera Mini",7.5.33361/36.1444,Android,4.2.2,6
XX,"Chrome Mobile",38.0.2125.102,Android,4.4.4,69
XX,"Chrome Mobile",39.0.2171.50,iOS,9_3_3,15
XX,"Chrome Mobile",32.0.1700.99,Android,4.2.1,9
XX,"Nintendo Browser",4.3.1.11264.EU,,,71
XX,"Chrome Mobile",47.0.2526.76,Android,4.1.1,3
XX,Safari,,iOS,4_2_10,2
XX,"Chrome Mobile",53.0.2785.49,Android,6.0,13
XX,Yandex.Browser,16.6.0.8810.01,Android,5.0.2,22
XX,"Opera Mobile",36.0.2126.101812,Android,4.3,6
XX,"Opera Mini",4.2.15410,,,5
XX,"Chrome Mobile",38.0.2125.67,iOS,8_4,4
XX,"UC Browser",10.5.0.668,Android,4.2.2,8
XX,"UC Browser",9.8.0.435,Android,2.2.2,2
XX,Firefox,4.0,iOS,10_0,7
XX,"Chrome Mobile",34.0.1847.114,Android,5.0,13
XX,Firefox,4.2a1pre,Android,,1
XX,"Chrome Mobile",39.0.0.0,Android,4.4.99,4
XX,"UC Browser",10.6.5.726,Android,4.1.2,7
XX,"Android Browser",4.0,Android,4.1.0,2
XX,"UC Browser",9.4.1.377,"Samsung proprietary",,3
XX,"Opera Mini",4.1.11320/24.838,,,2
XX,"UC Browser",11.0.4.846,Android,4.2.2,2
XX,"Chrome Mobile",37.0.0.0,Android,4.2.2,62
XX,"Opera Mini",7.1.32453/37.8069,Symbian,,1
XX,"UC Browser",10.6.8.732,Android,5.0,13
XX,"Amazon Silk",45.1.102,Android,5.1.0,1
XX,"MIUI Browser",8.2.4,Android,6.0.1,6
XX,"Chrome Mobile",41.0.2272.56,iOS,7_1_1,3
XX,"Chrome Mobile",42.0.2311.138,Android,5.1,174
XX,"UC Browser",10.9.19.815,iOS,9_3_4,5
XX,"UC Browser",10.9.5.735,Android,4.2.2,2
XX,"Android Browser",4.1,Android,4.1.1,448
XX,Yandex.Browser,16.7.0.3679.10,iOS,7_1_2,28
XX,"Chrome Mobile",31.0.1650.59,Android,4.0.3,16
XX,"Chrome Mobile",54.0.2830.0,Android,5.1.1,10
XX,"Chrome Mobile",38.0.2125.59,iOS,8_0_2,6
XX,"Opera Mini",5.0.15650/24.741,,,3
XX,"MIUI Browser",8.2.5,Android,6.0.1,8
XX,Firefox,26.0,Android,,21
XX,"UC Browser",9.1.0.319,Symbian,5.2,4
XX,"Chrome Mobile",40.0.2214.69,iOS,8_1_2,12
XX,"Opera Mobile",34.0.2044.101442,Android,5.1,121
XX,"Chrome Mobile",40.0.2214.73,iOS,9_3_4,13
XX,"Chrome Mobile",37.0.2062.52,iOS,7_0_2,5
XX,"UC Browser",9.4.1.362,Android,4.4.2,104
XX,"Opera Mini",4.2.14912/24.741,,,1
XX,"UC Browser",10.9.19.815,iOS,9_3_3,15
XX,"Opera Mobile",37.10.2192.106307,Android,5.1,3
XX,"Opera Mobile",26.0.1656.86386,Android,4.2.2,1
XX,"UC Browser",10.7.5.,Android,,3
XX,"BlackBerry Browser",7.1.0.437,RIM,7.1.0.437,2
XX,"Opera Mini",6.5.29194/28.2766,Android,,6
XX,"UC Browser",10.8.0.835,iOS,7_1_2,1
XX,"Chrome Mobile",37.0.2062.60,iOS,6_0_2,1
XX,Obigo,Q7.1,,,3
XX,"MIUI Browser",8.1.0,Android,5.1.1,9
XX,Yandex.Browser,16.2.1.7529.00,Android,5.1.1,32
XX,Yandex.Browser,16.6.0.9374.10,iOS,7_1_2,28
XX,"Chrome Mobile",43.0.2357.56,iOS,8_1_3,5
XX,"UC Browser",10.2.0.584,Android,4.4.2,24
XX,"Chrome Mobile",43.0.2357.92,Android,5.0.2,21
XX,"Chrome Mobile",31.0.1650.59,Android,4.1.2,18
XX,"Chrome Mobile",29.0.1547.11,iOS,9_3_2,1
XX,"BlackBerry Browser",6.0.0.719,RIM,6.0.0.719,16
XX,"UC Browser",11.0.0.828,Android,5.1.1,90
XX,"Chrome Mobile",54.0.2837.0,Android,6.0.1,54
XX,Safari,6.0,iOS,5_0,1
XX,"Chrome Mobile",50.0.2661.77,iOS,9_2,28
XX,"Chrome Mobile",52.0.2743.32,Android,5.1.1,14
XX,"UC Browser",10.5.0.668,Android,4.4.2,16
XX,"UC Browser",8.9.2.373,Android,4.2.2,2
XX,"Chrome Mobile",30.0.1599.92,Android,4.0.4,2
XX,"Chrome Mobile",37.0.2062.52,iOS,7_0_4,9
XX,NetFront,3.4,"Sony Ericsson proprietary",,16
XX,"Chrome Mobile",29.0.1547.59,Android,4.4.2,15
XX,"Android Browser",3.1.2,Android,1.6,52
XX,"UC Browser",10.2.0.535,Android,5.0,5
XX,"Chrome Mobile",53.0.2774.4,Android,4.4.4,4
XX,"UC Browser",9.6.0.514,Android,5.0,2
XX,"Chrome Mobile",41.0.2272.58,iOS,9_1,2
XX,"Opera Mini",5.1.22296/34.1654,"Nokia OS","Series 40",1
XX,Yandex.Browser,16.2.1.7529.00,Android,4.1.2,11
XX,"Chrome Mobile",26.0.1410.53,iOS,6_1_3,3
XX,"Opera Mobile",33.0.2002.97617,Android,4.3,3
XX,"UC Browser",2.8.3.529,iOS,8_1,1
XX,"Opera Mini",4.2.14912/28.2555,,,7
XX,"UC Browser",10.7.0.636,Android,4.4.2,89
XX,"Opera Mini",7.6.40099/36.2161,Android,4.4.2,1
XX,"UC Browser",9.8.9.457,Android,4.4.4,10
XX,UP.Browser,6.2.3.3.c.1.101,,,13
XX,"Chrome Mobile",53.0.2763.0,Android,5.1,2
XX,"Android Browser",4.0,Android,2.1,67
XX,Yandex.Browser,16.6.0.8865.11,iOS,7_1_2,4
XX,"Chrome Mobile",43.0.2357.130,Android,6.0,2
XX,Yandex.Browser,16.6.1.9652.01,Android,4.2.2,11
XX,"Chrome Mobile",52.0.2743.62,Android,6.0.1,289
XX,"UC Browser",10.7.5.785,Android,5.1.1,78
XX,"Chrome Mobile",52.0.2743.49,Android,6.0.1,17
XX,"UC Browser",10.5.2.582,Android,4.4.2,31
XX,"UC Browser",9.9.2.467,Android,5.1.1,37
XX,"Chrome Mobile",40.0.2214.109,Android,4.1.1,25
XX,"Amazon Silk",3.32,Android,4.0.3,5
XX,"UC Browser",10.6.5.627,iOS,8_1_2,2
XX,"Chrome Mobile",41.0.2272.58.0,iOS,8_1_3,1
XX,"Chrome Mobile",43.0.2357.65,Android,6.0,2
XX,Firefox,49.0,Android,4.4.3,3
XX,Safari,4.0.4,iOS,3_2_2,91
XX,Yandex.Browser,16.2.0.5397.01,Android,4.4.4,2
XX,"BlackBerry Browser",1.0.7,RIM,1.0,254
XX,Firefox,3.0,iOS,8_2,1
XX,"Opera Mobile",11.10,Symbian,,14
XX,"Chrome Mobile",40.0.2214.73,iOS,8_3,7
XX,Safari,,iOS,7,30
XX,Obigo,Q05A,Other,V1.11.19,17
XX,"UC Browser",10.9.9.739,Android,4.3,2
XX,"Nokia S40 Browser",,"Nokia OS","Series 40 3rd Edition",219
XX,Yandex.Browser,16.7.0.3679.10,iOS,8_1_2,1
XX,"Chrome Mobile",40.0.0.0,Android,5.1,214
XX,"Chrome Mobile",52.0.2743.8,Android,5.0,1
XX,Firefox,49.0,Android,5.0.2,21
XX,"Chrome Mobile",25.0.1364.173,Android,4.0.3,4
XX,"UC Browser",10.10.8.822,Android,5.1,21
XX,"Chrome Mobile",35.0.1916.41,iOS,8_0_2,1
XX,"Chrome Mobile",40.0.2214.109,Android,4.2.2,128
XX,Firefox,28.0,Android,,13
XX,"Opera Mini",4.2.13057/24.746,,,3
XX,Firefox,46.0.1,Android,6.0.1,12
XX,"UC Browser",10.7.6.805,Android,4.1.2,56
XX,Yandex.Browser,16.2.1.7731.00,Android,5.1,1
XX,"Chrome Mobile",53.0.2785.49,Android,5.1,9
XX,Safari,9.0,iOS,8_1_3,1
XX,"Opera Mini",13.0.2036/37.7751,Android,4.2.2,9
XX,Firefox,9.0,Android,,5
XX,"Android Browser",,Android,4.1,11
XX,Safari,4.0.4,iOS,6_0,2
XX,"Chrome Mobile",33.0.1750.63,Android,4.4.2,5
XX,"Opera Mini",7.5.35721/37.6546,Android,4.2.2,6
XX,"Chrome Mobile",47.0.2526.107,iOS,9_2_1,79
XX,"NetFront Life",2.2,Android,4.0.4,1
XX,"Opera Mobile",36.1.2126.102083,Android,5.0,14
XX,"UC Browser",9.9.1.554,Android,6.0.1,2
XX,"Amazon Silk",50.2.1,Android,4.0.4,412
XX,"Opera Mobile",18.0.1290.67495,Android,4.4.4,1
XX,"UC Browser",10.7.8.675,Android,4.4.2,32
XX,"UC Browser",10.0.2.523,Android,2.3.3,2
XX,"Chrome Mobile",43.0.2357.51,iOS,8_2,5
XX,"Opera Mini",7.5.35199/35.3527,Android,2.3,4
XX,"Amazon Silk",3.17,Android,4.0.3,63
XX,"UC Browser",10.7.3.808,iOS,9_3_3,11
XX,"Chrome Mobile",46.0.2490.85,iOS,9_2_1,18
XX,"Opera Mini",4.2.13402/28.2647,,,4
XX,"Opera Mini",4.2.14320/24.854,,,4
XX,"Chrome Mobile",30.0.0.0,Android,4.2.2,4
XX,"Chrome Mobile",36.0.1985.131,Android,4.0.4,4
XX,Safari,6.0,iOS,10_0,4
XX,"MQQ Browser",3.2,Android,2.3.6,3
XX,"UC Browser",4.2.1.541,"Windows Phone",10.0,41
XX,"UC Browser",9.3.0.326,iOS,9_3_2,16
XX,"UC Browser",10.7.6.805,Android,4.0.4,12
XX,Firefox,46.0,Android,4.4,12
XX,"Chrome Mobile",40.0.2214.69,iOS,9_2_1,7
XX,"Chrome Mobile",54.0.2818.0,Android,5.1.1,1
XX,"Chrome Mobile",43.0.2357.93,Android,4.4.3,30
XX,"UC Browser",10.5.0.668,Android,5.1.1,6
XX,"Chrome Mobile",40.0.2214.89,Android,4.1.1,3
XX,"Opera Mini",7.5.33361/34.818,Android,2.3,2
XX,"UC Browser",10.8.5.725,Android,5.1,1
XX,"UC Browser",3.4.3.532,Android,4.0.3,5
XX,"Amazon Silk",49.2.1,Android,4.4.3,7
XX,"Opera Mobile",4.0,Android,6.0.1,83
XX,"Opera Mini",5.0.18635,,,1
XX,"Opera Mini",6.1.27412/37.8717,,,7
XX,"Opera Mini",4.2.17977/24.743,,,3
XX,Edge,14.14383,"Windows Phone",10.0,26
XX,"UC Browser",9.8.0.435,Android,4.2.2,14
XX,"Opera Mobile",19.0.1340.69721,Android,4.1.2,1
XX,"MIUI Browser",8.1.6,Android,6.0,14
XX,"Opera Mini",7.6.35843/35.5247,Android,2.1,1
XX,"Chrome Mobile",52.0.2743.8,Android,5.1.1,2
XX,"Opera Mobile",30.0.1856.93524,Android,6.0.1,5
XX,Safari,7.0,iOS,8_0,13
XX,Firefox,3.0,iOS,9_2,9
XX,"Chrome Mobile",46.0.2490.73,iOS,9_0,3
XX,"Chrome Mobile",37.0.2062.52,iOS,7_1_2,12
XX,"MQQ Browser",2.0,Symbian,8.0a,7
XX,"Internet Explorer Mobile",8.12,"Windows Mobile",,1
XX,"UC Browser",10.10.0.796,Android,4.1.2,76
XX,"Opera Mini",5.0.18741/28.2766,,,6
XX,"Chrome Mobile",31.0.1650.18,iOS,9_2_1,1
XX,"Opera Mini",7.1.32052/34.1697,Symbian,9.1,19
XX,"Opera Mobile",8.60,"Windows Mobile",6.1,4
XX,"Chrome Mobile",47.0.2526.100,Android,6.0.1,169
XX,"Chrome Mobile",42.0.2311.108,Android,4.0.4,2
XX,"Chrome Mobile",38.0.2125.114,Android,5.1,66
